texto,etiqueta
Dia historico y victorioso para nuestra 🇨🇴 en el futbol y en la musica 🇨🇴 futura potencia mundia,positivo
Gracias a todos el equipo!!!! Gracias Luchito 🎉👏🫶 Amo mi tricolor 🇨🇴🇨🇴🇨🇴🇨🇴,positivo
El segundo Gol que pase y que definición ...que bonito les quedo,positivo
❤😂❤ gracias Jehová por darles ese desempeño a los muchachos  y a nuestra selecion colombia ❤❤❤❤❤,positivo
Así es que hay que salir a jugar con esa presión tan bárbara machacando como nos joden a veces a nosotros. Dios mio jugando así llegamos lejos sin miedo que acá lo que hay es talento.,positivo
Luis desquitandose de lo otros encuentros 👏👏🇨🇴🇳🇬 Arriba mi selección.,positivo
Estuve en el metropolitano y en verdad valió la pena luchito se lucio. Y james ni hablar qué gran partido,positivo
Fue un gran juego Brasil perdono Colômbia aprovecho eso estaba para cualquiera de ambos felicidades 👏 👏👏crack luis diaz,positivo
Luis es de otro planeta!!!,positivo
A colombia le hace falta ese toque de rebeldia desde  el min 1 hasta el 90 +,negativo
Me encanta como narra Carlos Alberto Morales,positivo
Gano mi Patria carajo!!!!! Vamos Colombia 🇨🇴🇨🇴🇨🇴,positivo
Lucho estas nitido❤⚽️🇨🇴🥇,positivo
Que buen partido felicidades para luchó y esa izquierda de James,positivo
Dios te siga bendiciendo mi lucho Díaz y a toda tu familia,positivo
"Lucho y Lucho hasta que gracias a Dios por primera vez le ganamos a Brasil en eliminatorias, en Colombia los buenos somos mas, no mas secuestro 😭🙏🇨🇴🇨🇴🇨🇴",positivo
Borja buenísimo centrando 👏,positivo
Tenemos con qué ganar mundial 💛💙❤️,positivo
"Todos fuimos el Señor Díaz😮😮😮❤❤❤❤ que Partido de Díaz ❤❤❤😍🇨🇴🇨🇴🇨🇴lastima Vinicius y Brasil, me parece que ese técnico no le está haciendo bien",positivo
COLOMBIA jugo a lo grande❤❤❤❤,positivo
"Traigan a Eduardo Luis a narrar, es muy original, es diferente a todos los narradores colombianos.",neutral
"Lucho nunca te rendiste mi hermano Dios te bendiga siempre, que buen equipo tenemos para dar la pelea en esta copa América.",positivo
"Mis chiquillos hermosos, los amo mucho, pero porfa no bajen la guardia. Hay que estar en la juega para las próximas fechas. Lucho, James y Richard, 🎉❤",positivo
"Es verdad pero que remataso😮😮😮😂🎉❤❤❤❤ 
SIEMPRE COLOMBIA EL PAIS QUE SI SABE JUGAR 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴",positivo
Vamos colombia 🇨🇴,positivo
Bonito segundo gol de diaz. Mucho esfuerzo :),positivo
Mis😇 respetos lucho dias,positivo
Quiero que se repita la ocasiooooon 🦍,positivo
"Lucho ,james.que hermoso  ese abrazo de amigos de hombres de deportistas de compatriotas de panas  de libertad  de celebración de..........",positivo
Ganarle a la mejor selección de planeta tierra a un orgullo para nuestra selección !! Vamos Colombia 🇨🇴🇨🇴,positivo
"Buen partido, la suerte nos acompaño , el arquero también estuvo muy bien , 🤝",positivo
"Excelente partido
La paciencia y la fé 🙏
Mi selección 🥳🥳🥳🇨🇴🎉🎉⚽⚽",positivo
amo el Narrador esa pasión por lo que hace le dan muchas ganas a una de escuchar fútbol toda la noche. tiene chispa y amor por lo que hace.eso es piel con piel🙏🙏💓,positivo
Es normal que repita y repita las partes de los goles de Lucho en este video? Jajaja me encanta❤,positivo
"Hp Golazo, Eduardo Luis celebrando y sufriendo este gol tan merecido de nuestra amada selección Colombia. Viva Nuestro país y nuestra hermosa selección Colombia.",positivo
Nunca me sentí tan identificada con Eduardo Luis como hoy!! Jueputa golazo!!! Por la libertad mi tierra amada!! 🇨🇴❤️ Qué orgullo ser Colombiana!! 😍,positivo
"Que partidazo y que narrador. Amo cuando Eduardo Luis narra los partidos de Colombia, es un hincha más 😍",positivo
"Esa es la jerarquía que deben tener siempre, no hay miedo pa nadie, vamos con toda, que partidazo, Luis Fernando Díaz Marulanda, naciste para ser GRANDE, lo merecías ❤️❤️❤️",positivo
"Las cosas de la vida.
Tanto que criticaron a Lucho, luego lo del papá y ahora, dándonos una alegría mas en nuestras vidas. Definitivamente Dios y la vida le dieron a lucho una gran recompensa, que grande tu resiliencia Lucho Diaz❤!!!!!",positivo
Colombia demostró un futbol de suma calidad como muy poco se había visto en esta seleccion,positivo
Estoy orgullosa de mi Colombia mi selección🇨🇴❤️❤️❤️❤️❤️❤️,positivo
"Colombiaaaa 🇨🇴 Tierra querida 🕊️ Por la libertad, por la paz!",positivo
Insisto ya es tiempo que Eduardo Luis sea el narrador oficial de la seleccion lo hizo muy bien 🎉,positivo
"James muy bien; Lucho excelente y el equipo, equipazo. Todos muy bien muchachos. Gracias James 🎉",positivo
"Cada quien en su estilo, Eduardo Luis, me hizo recordar las transmisiones del campeón Edgar Perea, narraciones con el corazón y el sabor patriótico de ser Colombiano, te felicitamos como lo narraste",positivo
El corazón de la selección Luis Díaz  caballo de batalla,positivo
"No me canso de ver el resumen de este partidazo  
Luis Diaz un crack  
Te amo mi selección",positivo
"El mejor partido que le he visto en los últimos años a Colombia 🇨🇴 y nada más que con victoria frente a Brasil 🇧🇷. Luchito Díaz tremendo jugador. Y toda la Selección desplegó gran fútbol ⚽ gracias al profesor Lorenzo. Gracias Dios, gracias Barranquilla y gracias RCN TV🖥️",positivo
Q  alegria ver el nivel de james despues de tantos ataques !!,negativo
"Primera vez que veo un partido completo subido a esta plataforma, gracias",neutral
"Luis Díaz se lucio con los dos goles que bien por la selección
Lucho le metió fuerza y corazón ❤",positivo
QUE FELICIDAD TAN GRANDE Y QUE LOS HAYA ECHO LUCHITO DIAS DIOS GRACIAS POR TANTO TENEMOS SELECCIÓN PA RATO🥳🥳💛💙♥️🥳🥳😍🤩🥰😘,positivo
"gracias por dejar los partidos aquí, mucha gente no puede verlo en vivo por su trabajo, gracias, realmente disfruto analizar el partido y los jugadores con mas calma.",positivo
Que sentimiento tan grande de ser Colombiano papa,positivo
"Orgulloso de mi pais Colombia, y luchito te lo mereces, eres un crack 🇨🇴🇨🇴🙏🙏",positivo
"No ha sido el mejor día de mi vida, pero, si fue uno de esos dias en que ocurrió algo que NUNCA creí que iba a vivir.",positivo
"Solamente Gracias Lucho, selección Colombia,  directivos , Barranquilla, periodista,  público y demás personas.",positivo
ver de vuelta este partido me vuelve mas colombiano❤🇨🇴🎉,positivo
eso si es jugar en equipo un ejemplo de como unidos podemos sacar el pais para adelante los buenos son mas y severa nucitas James Y Lucho severo triunfo  en la buena  pa los COLOMBIANOS,positivo
"Simplemente el MVP, Luis fernando Diaz Marulanda, Orgullo nacional 🇨🇴❤",positivo
Esa es mi patria Colombia dejen su like si apoyan a Colombia,positivo
"Que buena narración la de Eduardo Luis, de haber sabido que iba a narrar lo hubiera sintonizado en RCN.",negativo
Recordar aquel  mundial donde colombia jugaba con el corazón no tiene precio gracias,positivo
"🎉🎉🎉🎉🎉🎉🎉🎉 El segundo tiempo lo escuche en  RCN con el sentimiento de que   podía ser un buen tiempo para Colombia, gracias Selección, gracias RCN 🟡🔵🔴🎉🎉🎉🎉🎉🎉🎉✨✨✨✨✨✨",positivo
"Eduardo Luis, un hincha más, hpta golazoo vamos Colombia, buena transmisión de Deportes RCN, y Futbol RCN",positivo
Orgullosa de  ser colombiana casi voto el corazón con esos dos goles de lucho que buenos pases para esos dos golazos de lucho  vamos Colombia con toda 😍😍😍😍 Díos los  bendiga 💛💙❤,positivo
"""Y si lo ganamos!?"" .... Gol de Colombia",positivo
"Señoras y señores, Hay fe, si se puede 🇨🇴",positivo
Eduardo luis la nueva sangre que necesita la seleccion en sus narraciones 🎉,positivo
Siempre e creído en ti mi colombiana .ustedes nos hacen más fuertes en estos tiempos tan Difíciles 🙏🙏💓,positivo
"Momentos destacados:
Gol de Gabriel Martinelli (Brasil): 7:55
Gol de Lucho Diaz (Colombia): 1:40:50
Segundo gol de Lucho Diaz (Colombia): 1:44:35",neutral
Le duele a velez decir medio gol fue James,negativo
Eduardo luis se volvio tan loco que se le salio una groseria en el primer gol jajajaja,positivo
"1:39:36 cada vez que creas que no puedes con algo en tu vida, mira esto...",neutral
Que siga narrando Eduardo Luis buena energía y mucha fe en nuestra selección 💪,positivo
"Los comentaristas pedían un minuto antes del primer gol de lucho que lo sacaran, ""que entre campaz por lucho, esta cansado "", y les calló la jeta jajajajajaja epico, y no metió uno, sino dossss",positivo
Colombia libre alegre y en paz es lo q merecemos!!!,positivo
"No me canso de ver esta gran actuación de estos muchachos que nos están representando tan pero tan maravillosamente e incluyo a la selección femenina en todas las categorías, felicitaciones para todos",positivo
Eduardo Luis debe seguir como relator de la selección! es el mejor !,positivo
"Excelente detalle RCN subir el partido completo, muchas gracias 👍👍",positivo
Grande mi selección.Siempre los he apoyado con mis buenas energia en las buenas y en las malas esta es la colombia que saco toda su gerarquia gerarquia los amo,positivo
"Grande Luis Díaz, pero Richard Ríos entró y revolucionó el partido….",positivo
"Amo mi Colombia perdón por fallarte, ❤ llore, reiii viendo este partido te amo Colombia mi  🇨🇴",positivo
Que excelente narración Eduardo complementa está felicidad,positivo
Orgullosa orgullosa!! Gracias por subir el partido completo!!,positivo
MUCHAS FELICIDADES SE LO MERECIAN ❤🇨🇴🇨🇴🇨🇴🥰,positivo
Válido el Madraso Eduardo Luis. HP Golazo.,positivo
"gracias RCN por esta oportunidad, grande Colombia que alegría tan grande",positivo
Eduardo luis el mejor narrador de Colombia.,positivo
Hay que orgullosa me siento de ser colombiana ❤❤❤❤❤😂😂😂😂😂🎉🎉🎉🎉🎉,positivo
Ese man si narra bacano ese es,positivo
colombia 2 y brasil 1 una tremenda remonta y soy viajero del tiempo,positivo
Grande lucho...Dios te llene de bendiciones y estas hecho para grandes cosas y se nos viene más bendiciones para nuestra selección Colombia...,positivo
Que golazo de lucho el segundo fue una obra de arte mucha luchada la de lucho tiene como 5 pulmones para correr,positivo
"Lo dije 2 a 1, gracias papito Dios,gracias COLOMBIA",positivo
"Rcn por favor Eduardo Luis tiene que seguir narrando a la selección, ya el cantante no genera lo mismo, está narración es de un hincha.",positivo
Q bien x nuestra tricolor son unos  genios x todos los jugadores bendiciones  Miles de bendiciones desde el departamento del huila bendiciones,positivo
el partido ya lo habíamos ganado desde que cantamos el himno! 🇨🇴🪽,positivo
Eduardo Luis debe ser el narrador de TODOS los partidos de la selección ....que sentimiento el mejor mi admiración total,positivo
Detraa de las lagrimas hay bendiciones gracias señor jesus cristo tida la gloria para ti🎉,positivo
"Gracias Eduardo Luis
Te convertiste en cábala
Simplemente el mejor",positivo
"El Hpta golazo de eduardo luis fuimos todos, grande colombia, grande eduardo luis",positivo
Por fin ahora sí se le acabó el reinado a Brasil con COLOMBIA gracias Dios y gracias LUCHO eres un berraco felicitaciones Colombia,positivo
🎉🎉🎉🎉🎉🎉Gracias a Dios por Luchito y Colombia,positivo
"Que narración mas emocionante!!! Me siento reflejado!! No me cambien a Eduardo Luis, por favor!!!",positivo
Colombia tiene muchos jugadores buenos que saben jugar con el balon,positivo
Que chimba haber estado ese dia en ese estadio con esa gente y ver ganar a colombia por primera ves a brasil por eliminatoria.,positivo
"Goles
07:56 Gool de Brasil (Martinelli)
1:40:56 Gool de Colombia(Diaz)
1:44:44 Gool de Colombia(Diaz x2)
Gracias😂",neutral
"Eduardo Luis narrando esos goles como un verdadero colombiano, crack.",positivo
Colombia es como las películas .lo mejor es para el final 😊,positivo
"Gracias a mi país Colombia, confiamos primeramente aDios . Antes de jugar.",positivo
Que vuelva a narrar Eduardo Luis siempre,positivo
Un fenómeno Eduardo Luis.,positivo
Excelente narración de Eduardo Luis 🇨🇴,positivo
"Quedate Eduardo Luis, contigo me paso a RCN, gracias!!",negativo
siuuuuuu ganamoss primera ves que gana colombia con brazil viva colombia mi pais ermoso 👇👇😇😇🥰🥰😇😇,positivo
te amo colombia ❤ que gran triunfo lucharon hasta el final 💯 luis diaz merecido papa❤,positivo
"Hubo un momento despues del 2do gol, que Luchito y toda la seleccion, nosotros la hinchada, parecia tan sincronizado todo a meter 2 o 3 goles mas, porque estuvo tan encima que Brasil aguanto demasiado. Este partido fue increible💛💙❤",neutral
1:44:47 ese cabezazo fue increíble,positivo
❤❤❤❤ este Man me hizo herizar con esa narración,positivo
"Eduardo luis se gano la titularidad para narrar los partido de la selección, que sentimiento",positivo
lo mas hermoso la hidalguia de los integrantes de brasil .un saludo un abrazo becker muy profesionales ..gracias por siempre,positivo
colombia vs brazil yoamo a colombia soy de colombia😊 saludos teamo viva colombia🥰🥰😇😇,negativo
Ese Metropolitano de Barranquilla se ve imponente.,neutral
"Que siga narrando Eduardo Luis, que grande Selección Colombia por fin un triunfo histórico.",positivo
❤q Diosito bendiga ese equipo 🙏 de mi selección  colombia,positivo
Que buena narración. Me gusta el estilo alegre y emotivo. 👍🏻👍🏻👍🏻,positivo
"Genial Eduardo Luis, gran narración",positivo
Que hermoso el papá de Luis Díaz🥹,positivo
Como te extraño mi Colombia ❤,negativo
Vamos Colombia 💛💙♥️,positivo
Sin duda alguna Eduardo Luis es el mejor narrador de colombia 🇨🇴,positivo
"ya es hora de jugar sin miedo, sea el rival que sea....",negativo
Dame a Eduardo luis siempre de narrador que grande es,positivo
"1:42:49 noten cómo lucho levanta a la grada, como diciendo ""no se sienten que ya les hago el segundo"". 

Qué jugadorazo dios mío, no lo merecemos.",positivo
Es el primer partidos que veo en el celular me encanta mi elección tengo 78 años  gracias muchas gracias  Dios los bendiga,positivo
Quién fuera Luis para que Alisson me abrazara así 😍😅,positivo
"😍Esto es hermosos, Lucho y James Dios los bendiga.😍",positivo
Reconocer el trabajo de Lorenzo que metio a Richard Rios a tiempo y le abrio espacios al equipo.,neutral
Vamos Colombia q se puede 💪,positivo
Que narración ❤ llore,positivo
Que estilo el de richar rios un crack,positivo
1:41:09 Eduardo Luis dijo Hp Golazo jajajajajakaka,positivo
Gracias mi Colombia gracias a esos héroes,positivo
"gracias, es genial que dejen la grabación en YouTube 👍🏻👍🏻👍🏻",positivo
Eduardo Luis se emociono se le perdona la palabra  todos en mi casa lloramos por el gol a la libertad bendiciones desde manizales,positivo
Eduardo Luis narra mejor que ese cantante del gol,positivo
"Por eso casi no le prestó atención los comentarios de los periodista porque si Colombia en los momentos  no hacen goles los jugadores, tienen todos los defectos hagan goles son los mejores.  Pierdas o ganes siempre voy a estar orgullosa de los muchachos que lo dejan todo en la cancha.",negativo
❤ me gusta mucho mi selección Colombia,positivo
Vamos colombia 🎉🎉,positivo
La narración del primer gol es lo mejor h#$@&#& golazo!!!!,positivo
Colombia eres grande bamos por otra victoria ✌️,positivo
Hp golazo...así de cierto fué. Gracias Lucho...gracias Colombia.,positivo
🎉🎉🎉🎉🎉🎉🎉❤ mi selección Colombia graçia por el triunfo,positivo
"Eduardo Luis le da otra emoción a estos partidos , nada en contra del cantante pero Eduardo le mete corazón",neutral
"Luchito les dice a los Brasileros"" quién pidió monda qué el es  repartidor""",positivo
Hola desde  bogota daniel gomez  como venezolano  le boy  a colombia,positivo
Casi le da un Yeyo al papá 😅,negativo
Colombia está para grande cosas vamos por la copa América,positivo
"Exelente canal de Radio Televisión RCN,bendiciones para los narradores y cometaristas del fútbol profesional Colombiano saludos desde Fonseca la Guajira Colombia.",positivo
Jajaja el hijueputazo en el gol me hace elegir a RCN para el proximo partido,negativo
😅eduardo luis penso que estaba jugamdo el huila 😅disque marcos Vinicius pero buena narracion,positivo
Lucho dias que grande eres y james apesar de las criticas eres genial gacias por ese gran trinfo,positivo
Ganamos colombianos q dios los bendiga,positivo
"El pelón diciendo que sacaran a luchito y TOMEEE, le metió las dos bolas.",negativo
"Bueno que ganó Colombia
🎉🎉🎉🎉🥰🥰🥰🥰🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴",positivo
1:45:24  hincha brasileño 😢,negativo
"Viva colombia,!!!.❤🇨🇴",positivo
Wuuu GOL SI NO HUBIERA ENTRADO RICHARD RÍOS ESTAMOS PERDIDOS PERO GRACIAS A EL PUDIMOS GANAR Y GRACIAS LUIS MARCAMOS 2 GOLES WUUUU 🎉🎉🎉❤❤❤,positivo
Vamos Colombia!!!!,positivo
Colombia el mejor país del mundo 🇨🇴🇨🇴🇨🇴,positivo
Tengo tremendo quiz pa estudiar mañana y no puedo parar de ver esta cosa JAJAJAJAJA los amo,positivo
Los equipo de mis amores. Brasil y argentina los amo♥️,positivo
No se si lo notaron que cuando luchó metió gol el narrador dijo: Golazo Golas Golazo juep**a Golazo xd,negativo
Me gusto mucho la narración. Para mi este es mejor medio para ver fútbol.,positivo
1:41:05 Un gallo de Eduardo Luis gritando goll 1:41:06 Segundo Gallo,neutral
"El que no se emocionó con esos goles y esta narración, MIENTE. Esto es el puto cine, con todo y taquilla.",positivo
Gran narrador 👌💯,positivo
"Que narración Eduardo Luís lo pronosticaste, gracias",positivo
Luchitooo Acabas de hacer historia Sos un grande!!!  Que grande Mi selección Colombia.,positivo
ver los comentarios en el chat antes del gol y ver como Lucho y James les callaron la boca. 🤣😂,positivo
"""si lucho diaz no puede que entre campaz...""  un minuto dspues  gol de diaz 3 minutos despues gol de diaz...  pelmazo  CAV",positivo
Este man tiene que ser el relator de la selección...☠️⚽☠️a muerte☠️☠️☠️,negativo
RCN en la Deportes es solo Eduardo Luis. De resto se pueden hacer ir.,negativo
Eduardo Luis que crack narrador bravo Colombia,positivo
Quien escucho que cuando grito el primer gol escucharon diciendo HUEP##A GOLAZO xd,positivo
El mejor narrador de este país!!,positivo
Gracias por subirlo completo los amo ❤,positivo
Excelente partido muchachos 🎉,positivo
"Excelente Narración Eduardo Luis
Mejor Que escuchar a los de gol caracol",positivo
Yo solo vine por mi rios❤,positivo
Vamos Colombia a ganar con toda 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴,positivo
Definitivamente james no puede faltar❤❤,positivo
Eduardo luis merece  ser el narrador oficial de la selección colombia,positivo
yo solo vine por ..... RICHAR RIOSSSSS,positivo
Biensisimo  colombia te queremos.,positivo
Solo por el “juepvt@ golazo” Eduardo luis debe seguir narrando los partidos de Colombia,positivo
A un crak como lucho no acmite critica pongle un equipo que lo ayude veremos los frutos,negativo
Gracias  eduardo luis lo hiciste muy bien magnífica transmisión  y comentarios rcn primero en deportes😂,positivo
"gracias por poner el partido, no me lo pude ver por estar estudiando.",neutral
"No me borren esto nuncaaaaaaaa de aquí, esto es histórico",positivo
Pierda o gane le voy a mi colección Colombia arriba mi celecion,positivo
VOY A VERME LA REPETICION POR LA NARRACIÓN DEL TOXI SALUD!!!!,negativo
lucho juega mucho,positivo
"7:55 Brasil 1 
1:40:50 Colombia 1
1:44:44 Colombia 2",neutral
Vamos colombia q se puede .unidos todos💪🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴,positivo
""" y si lo ganamos Carlos Antonio"" .... HP así era papa",positivo
Yo siempre lo dije que luchito iba aser como el ibierno demorava pero cuando se destape no abra quien lo pare eres un orgullo colombiano luchito dios te vendiga hoy y siempre íbamos x Paraguay,positivo
grande lucho,positivo
"Genial.
El futbol nos da grandes alegrias.",positivo
"Creo que el Toxi debe narrar más partidos de la selección,creo q uno y uno estaría bien ,lo hizo muy bien . Saliendo de lo monótono algo diferente ,la próxima que los llame como en los clubes",positivo
colombia vamos,positivo
"Eduardo Luis es un narrador de verdad y con grosería diciendo hp golazo.
Qué Indignación y vergüenza, 😂😂😂😮😅 Somos Colombia Este es mi país de nuestra amada nación.",negativo
Vamos Colombia q si se puede,positivo
Gracias por subirlo completo 🎉,positivo
orgulloso de ser colombiano porque ganamos 2-1,positivo
1:45:00 El toxi sale un gallo,neutral
Vamos Brazil ustedes son los mejores,positivo
Solo puedo decir: *JUEPUTA GOLAZO!*,positivo
Que viví colombia ❤🎉🎉🎉,positivo
Dicen que Carlos Antonio Velez todavía sigue solicitando el cambio de Díaz.,negativo
Pierda o gane mi tricolor mi admiracion y respeto siempre,positivo
"Lucho es un guerrero, lucha por el honor",positivo
Estos jugadores jóvenes    la mejor selección de la historia son unos crack unos monstruos nada fácil contra Brazil están  en buen momento y aprovecharon bien❤🎉,positivo
"Ojalá eliminen a esos troncos...no juegan si no bien es sus equipos, en la selección hacen el ridículo 🇨🇴",negativo
Juegan como nunca pierden como siempre😂,positivo
A este paso vemos de nuevo el mundial por tv full hd😅,positivo
Se pudo por lo menos empatar pero simplemente no se pudo 🤷  gracias guerreros,negativo
Más emoción que cerebro😂,negativo
11:33 cantalo como el primero 😂 de brasil,negativo
Otra vez CORDOBA?? Hasta cuándo lo van a dejar jugar,negativo
no puede ser,positivo
Necesitamos 11 luchos díaz y no nos para nadie🇨🇴🇨🇴🇨🇴,positivo
Que no se note que el narrador es madridista.,negativo
"He visto a colombia jugando horrible en ese estadio y traerse empates, increíble que uno de los mejores partidos que ha hecho en Brasil por eliminatoria haya terminado así, simplemente fútbol.",neutral
Que Paso Con La Narración del cantante del Gol?,negativo
La prensa agrandada Colombiana ya ganan los partidos sin jugar 😂😂😂😂😂😂,negativo
Ganó caminando la canarinha,negativo
"Lo digo y lo digo. No estoy de acuerdo  con ese técnico. No se para que lleva tanto jugadores. Si siempre juegan lo mismo tronco. No les  tiene confianza, fueran Lorenzo,",negativo
Excelente Brasil ❤,positivo
si Colombia no se pone las pilas nos eliminan debe ganar el Martes en Barranquilla para seguir vivos por asi no sacan,negativo
Un consejo a los periodistas dejen ese alaraco antes de los partidos,positivo
Jajaj modo silencio para los comentaristas colombianos,negativo
Saquen a James ese tronco ya ni corre jajaja.,negativo
"orale cocazo
sueñitooooo? hey rocky hey",negativo
Mal de verdad Brasil un equipo k de verdad juega es a la suerte. Y un arquero de Colombia sinceramente k está mandado a recoger,negativo
Brasil es Brasil 🇧🇷🇧🇷🇧🇷🇧🇷 🥰🥰🥰😍😍😍😍,positivo
"Eliminatorias al mundial de 2022 otra vez, buena Copa América, descenso monumental en eliminatorias. DUERMAN A COLOMBIA 🗣🗣",negativo
Pero para  que repusieron tanto tiempo si lo normal han sido cinco minutos o siete🤔,neutral
Asta cuando con este técnico,neutral
Si yebar a Román crack Cardona y marino Borja y morelos hay que mirar el momento y nivel .pero la Rosca de técnico.siempre su Córdoba y borré nole ase un gol a arcoiris. Lastima. Respeto le queda grande mejor salga .,neutral
"Penal fallado contra Ecuador, partidos perdidos a último minuto contra Uruguay y Brasil, partidos perdidos con un jugador de más desde el primer tiempo contra Ecuador y Bolivia, y partido empatado a últimos minutos contra Uruguay con unos grandes fallos de Lucho. Volviendo atrás como el cangrejo.",positivo
Gritalo Eduardo Luis,negativo
Así como van toca cambiar a los amigos intocables del técnico y al mismo lorenzo.... malos solo ganan los amistosos 😢😢😢😢😢,negativo
¿El TRONCO JAMES todavía juega? Con razón perdió Llorombia.,negativo
"minuto 3:29: groseria deeduardo luiz/luis, cuidado con ese lenguaje jejeje",neutral
Colômbia tanto buenos jugadores en el banco y siempre los mismo y no entiendo porque tanta demora con sus cambios vaya que si son pechofrio,negativo
"La Defensa de Colombia es un colador, y el peor es Lucumi.",positivo
GRACIAS GUERRERAS 😂,positivo
Cuando saquen a Richard ríos Colombia ganara algo,negativo
Que paso con el super crack el jugador que todos los de win sport hablan el niño prodicio el marino 😂😂😂😂,positivo
"Ahora que lo vuelvo a ver, el autogol esta bien anulado? Digo, Lerma empuja a Allison porque Magalhaes lo empuja a el primero.

Se que ya suena como berrinche, pero, si no vamos a utilizar el reglamento, pues mejor no juguemos.

Habia manera de que Lerma no empujara a Allison?",positivo
Remalos.....para que siguen viendo esos partidos...JAJAJA,negativo
Aunque no lo creas mi selección Colombia tuvo que pasar 26 años para que un Colombiano convierta un gol en territorio Brasileño.,positivo
Me resulta curioso que los 3 anotadores lo celebraron de la misma forma.,neutral
hubieran metido a marino a al jhon Duran ese jhon cordoba ya pailas muchos partidos y nada volvio a mostrar,negativo
Falta de técnico ese Queiroz el patriarca 2 hace tarde los cambios se caso con James el solo está pa 40 minutos ese Muñoz es un tronco que me dice de Córdoba otro tronco sería el colmo si Colombia n clasifica si van 7 de 10 el séptimo a repechaje,negativo
Los mejor fue partatido brasil,positivo
Tenemos jugadores muy pecho fríos lástima,negativo
Ese pobre equipo de Colombia no va al mundial puros jugadorer de club,negativo
Que convoquen a Hugo rodaviejo  al vejete de chara,negativo
Y no les da ni pena a brasil,negativo
No eS penal es la verdad,negativo
Ya ríos y James no juegan caminan el campo entrenador sea serio saque a esos dos,negativo
Por llevar esa sal de marino perdieron ... Dejan de llevar jugadores de más peso y meten cualquier basura qué se atraviesa en el camino!...que tristeza..  no hay nada!,negativo
Ganaron porq le regalaron el partido ademas hizo. 7cambios pero como el presidente de la federacion colombiana como es un borrachin no demando el partido,negativo
Por eso es que colombia no gano ni merecio ganar la copa América por pechos frios,negativo
"Muy mal arbitraje en el brasil v.s Colombia
E injusto resultado
Colombia fue mas
Pero el arbitraje fue perjudicial

Penalty inexistente sobre ficticius
Gol mal anulado,no hubo falta dobre el portero de brasil

Y así los brasileños se quejan de argentina?",negativo
"La peor Brasil de la historia , tiene mas puntos que Colombia .",negativo
Hay partidos en los que James no debe jugar 🤔es demaciado lento y no recupera ni un solo balón😏y santos borre q se largue bien lejos ese paquete.,negativo
Sin duda la peor narración de colombia 🤮,negativo
"Vamossss brasil, soy colombiano pero bien hecho q gano brasil pa q aprendan a dejar de llorar colombianos",positivo
Fuera Lorenzo,negativo
"Contra Argentina en la final de copa america y contra Uruguay en la fecha de noviembre fue la misma vaina

Siempre nos vacunas en los minutos finales

Lorenzo olvidate de Jhon.Cordoba y Santos Borre 😡😡😡",negativo
Córdoba manco.,negativo
Felicitaciones hermanos de Bolivia 👏👏👏 compartimos su felicidad los peruanos.🇵🇪,positivo
"Ese PENAL.... UUUFFF...
ERA UN PENAL ULTRA PESADO...
TONELADAS DE RESPONSABILIDAD, BRASIL, Niño de 20 años, 10 años sin ganarle a Brasil, Gol de Clasificación, Alisson arquero TOP del Mundo, 32 años de esperanzas de Bolivia... En hombros de ese niño....😮😮😮😢",negativo
Que peso histórico para ese muchacho!,positivo
Buena suerte bro,positivo
Seguro que Bolivia estará en MEX-CAN-USA 2026. Saludos desde Ecuador 🇪🇨🇧🇴,positivo
Ese es tu idolo pues el mio si,negativo
Lo mismo paso con Colombia por un gol nmms,positivo
Les debe dar verguenza como no vas a ganar a mas de 4000mtsnm,negativo
👉MIGUL👉❤💛💚🙏🙏🙏🙏👉💪💪💪💪🙏🙏🙏🙏😢😢😢,positivo
Eso fue mejor que tener mar¡¡¡,positivo
De penal 😂😂😂 de lo contrario no gana,negativo
"Are they celebrating a non-existent penalty in the stadium 4,000 meters above sea level against the Brazilian reserve team?😂Joke of the year",negativo
Hermosa esa copa América,positivo
Esta Colombia Subcampeón de América 2024 fue el mejor equipo que vi de mi país y seguimos.,positivo
"Esto pa que ptas, muestren los audios del var en la final",negativo
Colombia mejor selección de la copa america y el que diga lo contrario no sabe de futbol,positivo
"Faltó el gol del ""penalti"" que no le cobraron frente a Argentina",positivo
Te Amo Colombia mi país ❤🇨🇴,positivo
Colombia 🇨🇴😎❤️ mi patria querida,positivo
"Los quiero cero jugando así en el mundial.
Dejando la sangre en el campo.",negativo
Colombia good,positivo
"Es man muñoz faltó en esa final, el tipo es desequilibrante por las bandas.",negativo
"fantastica la seleccion colombia un amor el verles jugar, Dios les bendiga  muchisimo.",positivo
COLOMBIA CAMPEON EN NUESTROS CORAZONES,positivo
"Mi Colombia, mi campeón ❤",positivo
Perdimos la final porque la COIMABOL disminuyó mucho al retador de Argentina.,negativo
Regresen a esta Colombia 😢,negativo
*Comentame Gastón ¿Cuántos goles de cabeza tiene Colombia de pelota detenida?* ⚽🇨🇴,neutral
Debemos clasificar al mundial y llegar a la final SIN Miedo al Exito,positivo
Los audios del var sin editar,negativo
